Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1721500,1343822536,33502,15427,1
1721630,1343827011,25776,539,1
1721631,1343827011,25776,23200,1
1721879,1343839475,33519,3930,1
1722514,1343881256,33538,298,1
1722824,1343891514,33547,18603,1
1723024,1343896863,33562,20523,1
1723253,1343908050,33582,19261,1
1723995,1343957394,33520,298,1
1724023,1343959810,421,12385,1
1724430,1343978335,33616,31934,1
1724802,1343998701,33526,20523,1
1724822,1344001029,33638,13340,1
1724866,1344002877,33639,33566,1
1724892,1344002910,33566,33639,1
1725407,1344034750,33652,33656,1
1725606,1344048524,33621,4543,1
1725612,1344050356,33625,21494,1
1725850,1344064626,33674,7057,1
1726172,1344083752,29824,32319,1
1726560,1344112069,33686,18746,1
1726970,1344141977,33547,32206,1
1727006,1344142495,33712,2352,1
1727160,1344145644,32206,15958,1
1727469,1344164546,33726,2691,1
1727844,1344200166,33744,28041,1
1728387,1344230358,28601,12262,1
1728396,1344230693,33759,16219,1
1728963,1344249951,33777,12262,1
1728964,1344249963,33785,33366,1
1729390,1344268384,33796,2072,1
1729421,1344269516,30670,33808,1
1730116,1344318642,33777,15664,1
1730153,1344321378,884,16921,1
1730248,1344324473,33849,20523,1
1730294,1344325723,33815,14500,1
1731063,1344345457,33888,14500,1
1731222,1344359522,33887,4089,1
1731482,1344371000,33909,9283,1
1731674,1344388775,33864,10945,1
1731988,1344406100,33852,10346,1
1732711,1344436140,33955,4220,1
1732767,1344443388,33888,33638,1
1732952,1344470730,33961,32322,1
1733023,1344473701,7057,33674,1
1733498,1344489112,33984,4700,1
1734020,1344506789,33998,20166,1
1734046,1344506873,33998,24389,1
1734141,1344511792,33848,33736,1
1734660,1344541620,34028,20523,1
1734661,1344541620,34028,32419,1
1734841,1344558442,34030,2863,1
1735246,1344578754,25191,32489,1
1735259,1344579504,34059,32584,1
1735260,1344579504,34059,33141,1
1737364,1344696538,34151,33888,1
1737570,1344713338,34151,21896,1
1739140,1344808674,34202,17696,1
1739533,1344825651,34207,3921,1
1739617,1344830513,34207,25109,1
1739777,1344835809,34209,26176,1
1739778,1344835809,34209,24077,1
1739934,1344839568,19491,22718,1
1740086,1344844844,34193,26660,1
1740164,1344847033,34237,33078,1
1740617,1344865039,34259,16413,1
1740667,1344866257,34263,31597,1
1741376,1344918427,33078,34237,1
1741402,1344919453,34262,5462,1
1741734,1344928927,34242,13054,1
1741834,1344930831,34302,31849,1
1742122,1344942507,34238,11009,1
1742123,1344942694,34238,17111,1
1742199,1344947313,34309,15207,1
1742203,1344947612,18241,7429,1
1742214,1344948268,22400,19120,1
1743025,1345000291,31936,20124,1
1743521,1345014650,34360,8974,1
1743617,1345016646,34362,28156,1
1743841,1345021658,34363,26084,1
1744305,1345039327,34400,12262,1
1744876,1345085584,34379,20918,1
1745437,1345103396,34434,33709,1
1745769,1345113093,34452,26700,1
1746113,1345127593,34459,31849,1
1746114,1345127817,34459,34302,1
1746335,1345143857,17111,20836,1
1746978,1345172383,34510,3539,1
1746997,1345175539,34509,27662,1
1747005,1345176082,34512,26660,1
1747036,1345177571,34509,4700,1
1747519,1345199146,34509,33984,1
1748637,1345262857,34527,30886,1
1748761,1345267783,34582,555,1
1749326,1345290066,34592,34587,1
1750013,1345339790,31215,13572,1
1750408,1345358577,34629,10062,1
1750797,1345373031,34642,4700,1
1751005,1345380955,34636,20523,1
1751411,1345396987,34663,32377,1
1751626,1345404426,34659,34498,1
1751754,1345412074,34649,27495,1
1751955,1345418637,34652,9354,1
1752003,1345422275,34624,31532,1
1752226,1345432692,34669,32890,1
1752378,1345438822,34559,33923,1
1752482,1345442279,34702,34510,1
1752508,1345442310,34624,29932,1
1752609,1345444896,34611,4868,1
1752616,1345445794,34703,14226,1
1752716,1345449576,34703,1805,1
1752721,1345451066,34611,26537,1
1752954,1345461677,34652,27750,1
1752969,1345463319,34736,5448,1
1753234,1345472776,34222,27958,1
1754012,1345518189,34761,34753,1
1754123,1345522299,34741,33923,1
1754497,1345535124,34763,29731,1
1754930,1345547506,34797,24720,1
1754935,1345547977,34698,1781,1
1754956,1345548391,34797,13850,1
1754957,1345548391,34797,14500,1
1755087,1345553970,24720,34797,1
1755709,1345591059,34445,10141,1
1755722,1345592072,34827,15289,1
1755861,1345596463,34832,34698,1
1755953,1345600156,34698,34832,1
1756457,1345617868,34849,34107,1
1756571,1345621247,34769,34859,1
1756627,1345621884,34831,34652,1
1756860,1345626971,31299,12262,1
1756942,1345628391,34870,15580,1
1757058,1345630667,34883,33709,1
1757182,1345634171,34881,12262,1
1757335,1345640170,34882,16921,1
1757395,1345642174,16921,34882,1
1758186,1345679933,34920,12053,1
1758187,1345679933,34920,2492,1
1758811,1345702523,34927,24518,1
1758969,1345708613,34874,34932,1
1758976,1345709264,34929,31690,1
1759015,1345710612,34956,32706,1
1759016,1345710612,34956,29017,1
1759037,1345711973,34921,25086,1
1759222,1345718134,34926,155,1
1759442,1345722671,34776,3921,1
1759443,1345722671,34776,25109,1
1759573,1345730979,34873,14078,1
1759580,1345731654,34903,34882,1
1759707,1345736852,34981,7,1
1761046,1345787460,35006,7200,1
1761317,1345794220,35012,20543,1
1761485,1345797795,35019,3559,1
1761509,1345798457,35021,16921,1
1761804,1345807531,34986,34797,1
1761967,1345816698,33823,23993,1
1762484,1345836110,35062,31366,1
1762790,1345848406,35070,32945,1
1763020,1345866960,35071,4854,1
1763021,1345866960,35071,4272,1
1763312,1345881224,35074,20330,1
1763537,1345889884,35090,20523,1
1763670,1345893773,35092,17431,1
1763671,1345893773,35092,31190,1
1763820,1345898852,35092,33433,1
1763823,1345899115,35091,9930,1
1763920,1345903240,34986,13850,1
1764090,1345908129,35104,35100,1
1765939,1345990841,35123,118,1
1766521,1346029354,35144,25190,1
1766731,1346044295,35142,33260,1
1766736,1346044647,35165,21237,1
1767072,1346056552,34966,34496,1
1767073,1346056604,35175,24720,1
1767320,1346062002,26352,34396,1
1767324,1346062078,35013,21896,1
1767346,1346063436,35185,2691,1
1767353,1346063936,33236,13850,1
1767354,1346063936,33236,14500,1
1767355,1346063936,33236,24720,1
1767393,1346065304,13850,24720,1
1767517,1346068922,35192,20836,1
1767583,1346073894,35159,16758,1
1767755,1346077505,35204,35021,1
1767776,1346079471,35205,16665,1
1767945,1346088682,35091,33888,1
1768085,1346097772,30762,33686,1
1768152,1346103619,35137,12362,1
1768476,1346120469,35230,35192,1
1769276,1346142012,35256,9664,1
1769463,1346149026,35266,28630,1
1769611,1346154211,35273,31,1
1769913,1346160588,35284,35248,1
1770064,1346168341,33297,8318,1
1770137,1346174231,35271,15776,1
1770261,1346181187,7200,13690,1
1770525,1346202362,35308,942,1
1771029,1346225758,22928,35319,1
1771973,1346277118,35348,2492,1
1772083,1346285391,35352,18603,1
1772562,1346301149,35345,173,1
1772679,1346306069,35364,4220,1
1772680,1346306103,35364,9427,1
1772681,1346306123,35364,13275,1
1773279,1346322976,35382,5171,1
1774061,1346358019,30762,18746,1
1774639,1346386364,35408,5457,1
1774796,1346391510,35409,35029,1
1774944,1346397725,35434,34803,1
1775234,1346403177,35440,8033,1
1775444,1346410228,35456,34418,1
1775787,1346422808,31096,33142,1
1775904,1346429248,35470,23617,1
1776102,1346443872,35487,33685,1
1776250,1346448837,35265,35487,1
1776764,1346478124,35386,11096,1
1777087,1346488599,35510,33812,1
1778080,1346545343,35535,20040,1
1778565,1346568655,35566,97,1
1778566,1346568655,35566,31598,1
1778672,1346573152,33812,35510,1
1779723,1346636994,35544,7165,1
1779821,1346643024,35601,5135,1
1779979,1346651644,35591,10289,1
1780141,1346653956,35609,14045,1
1780167,1346654140,35606,6127,1
1780235,1346658140,35608,1142,1
1780243,1346659849,1142,35608,1
1780247,1346660283,35607,11687,1
1780505,1346667452,35617,3466,1
1780635,1346673219,35622,97,1
1781185,1346696781,11678,34465,1
1781415,1346710246,35643,3466,1
1781834,1346732662,35647,2691,1
1782359,1346750341,35682,26568,1
1782639,1346760999,35658,20083,1
1783000,1346784712,35698,35697,1
1783131,1346798541,35704,12386,1
1783134,1346798772,25524,26049,1
1783446,1346818729,35711,32781,1
1783576,1346826241,14045,35609,1
1783577,1346826366,35716,35711,1
1783742,1346832201,35716,35719,1
1784357,1346854673,35727,1142,1
1784535,1346866735,35750,3611,1
1784751,1346877909,35754,11009,1
1785344,1346905244,35754,27724,1
1785360,1346907676,35778,35590,1
1785546,1346920043,35771,25520,1
1786097,1346943975,35816,35750,1
1786606,1346960281,35824,35827,1
1786609,1346960759,18137,24022,1
1787844,1347008122,35872,1595,1
1788218,1347026506,26940,26970,1
1788660,1347054138,35905,34414,1
1788942,1347076886,35903,97,1
1789101,1347086945,35819,35606,1
1789239,1347097382,35902,1047,1
1789388,1347111915,35929,19181,1
1789573,1347116089,35940,35918,1
1789574,1347116089,35940,22406,1
1789600,1347116120,35918,35940,1
1789707,1347126445,35940,20523,1
1790199,1347158421,35947,22347,1
1790456,1347169428,35956,2906,1
1790676,1347181173,35774,20514,1
1791517,1347222556,35940,21237,1
1791518,1347222556,35940,14500,1
1791519,1347222556,35940,24720,1
1791520,1347222556,35940,16985,1
1792488,1347262490,35981,11691,1
1792717,1347273009,36036,35561,1
1792838,1347277587,35982,27067,1
1792842,1347277795,35971,23761,1
1792903,1347279106,36054,35123,1
1793326,1347298077,36064,26176,1
1794281,1347348822,26694,1142,1
1794282,1347349028,36099,14360,1
1794540,1347357984,36113,3734,1
1794781,1347364603,35858,125,1
1794839,1347365893,36099,26722,1
1794960,1347371453,36134,35892,1
1795252,1347387998,36145,35510,1
1796968,1347459738,36201,35173,1
1797321,1347471512,6350,12262,1
1797548,1347484197,36213,36212,1
1797586,1347486586,36217,22731,1
1797591,1347488062,36213,1645,1
1798474,1347520374,14500,24720,1
1798476,1347520509,3549,14500,1
1798477,1347520509,3549,24720,1
1798483,1347520668,24720,14500,1
1798529,1347521771,25690,24720,1
1798530,1347521771,25690,14500,1
1798531,1347521771,25690,3549,1
1798532,1347521771,25690,13314,1
1798578,1347523049,36232,1576,1
1798895,1347537184,1645,2492,1
1798896,1347537184,1645,12262,1
1798927,1347538312,36212,1645,1
1798928,1347538312,36212,2492,1
1798929,1347538312,36212,12262,1
1799331,1347558690,36271,1142,1
1799381,1347567035,36276,19772,1
1799450,1347568147,3136,2492,1
1800266,1347605878,36303,8135,1
1800432,1347608950,30461,32941,1
1800736,1347620255,36281,1142,1
1800737,1347620255,36281,36271,1
1801095,1347632821,36279,18167,1
1801220,1347644370,36303,31690,1
1801350,1347649394,36305,17336,1
1801369,1347653118,29781,25690,1
1801419,1347662106,36343,16381,1
1801420,1347662106,36343,17585,1
1803876,1347759809,33315,9202,1
1803877,1347759836,9202,33315,1
1803882,1347760600,35971,22502,1
1803977,1347766102,23746,3115,1
1804204,1347777752,37387,16458,1
1804460,1347791607,36343,12262,1
1805233,1347843776,37388,36152,1
1805451,1347855524,37386,29490,1
1805807,1347871631,37432,36305,1
1807012,1347940074,37477,36238,1
1808776,1348023236,37557,5220,1
1808829,1348027341,37386,14360,1
1809341,1348041551,37590,23117,1
1809366,1348043380,37564,20836,1
1809671,1348055321,37615,37522,1
1809675,1348055588,36180,36253,1
1810022,1348063676,37613,37506,1
1810197,1348071351,37635,949,1
1810206,1348072049,37638,36247,1
1810207,1348072049,37638,35535,1
1810208,1348072049,37638,20040,1
1810330,1348082735,34736,4734,1
1810455,1348094860,37638,12386,1
1810456,1348094860,37638,17227,1
1810459,1348094937,37638,18973,1
1810661,1348101905,37657,15011,1
1810662,1348101905,37657,25605,1
1811001,1348119911,20040,12386,1
1811540,1348141167,2125,22718,1
1811589,1348142664,30765,29367,1
1811590,1348142664,30765,14226,1
1811961,1348159082,30765,35657,1
1812219,1348181916,37729,37569,1
1812413,1348193675,37729,33625,1
1813063,1348216391,37723,37727,1
1813644,1348248715,37422,37775,1
1814160,1348287795,37794,37775,1
1814215,1348288663,37785,17336,1
1814216,1348288694,37794,37422,1
1814336,1348300317,37768,31,1
1814721,1348321679,37814,37761,1
1815207,1348355463,37829,30159,1
1816382,1348412468,37862,18480,1
1816560,1348422158,37866,37865,1
1816611,1348423132,26719,24211,1
1816788,1348429901,37865,7155,1
1817037,1348450400,37889,31769,1
1817079,1348450971,37891,18496,1
1817137,1348452988,37850,26855,1
1817164,1348456046,37865,28944,1
1817239,1348457736,37851,37865,1
1817468,1348468452,37866,15593,1
1817471,1348468706,37865,175,1
1817472,1348468811,37865,213,1
1817533,1348470718,37905,11609,1
1817534,1348470718,37905,21854,1
1817535,1348470718,37905,3156,1
1818326,1348493023,37921,32669,1
1818383,1348495478,37912,5135,1
1819617,1348562529,37951,25359,1
1819618,1348562529,37951,30159,1
1819866,1348574856,37969,22406,1
1820244,1348589724,37993,1807,1
1820425,1348597686,38001,37865,1
1820507,1348601668,38004,18595,1
1820508,1348601668,38004,11096,1
1820509,1348601668,38004,24821,1
1820795,1348619545,37993,2541,1
1820916,1348626061,37944,26855,1
1820982,1348629248,38016,8303,1
1821329,1348642922,38038,27750,1
1821658,1348661335,38053,3466,1
1821659,1348661335,38053,30708,1
1821788,1348664182,38060,37930,1
1822111,1348675747,38016,20836,1
1822664,1348706606,38054,16493,1
1822665,1348706606,38054,37840,1
1822666,1348706606,38054,9131,1
1822815,1348712461,38092,37845,1
1822839,1348714653,38082,33197,1
1823178,1348723314,38111,38086,1
1823206,1348723367,38086,38111,1
1823501,1348732646,38115,9334,1
1823590,1348734054,38093,14500,1
1824161,1348755911,38106,20836,1
1824177,1348756837,38091,5450,1
1824178,1348756837,38091,16178,1
1824179,1348756837,38091,32653,1
1824180,1348757024,16178,5450,1
1824181,1348757024,16178,32653,1
1824858,1348806270,20977,18945,1
1824994,1348810150,38184,6945,1
1825371,1348824014,38203,37399,1
1825372,1348824062,38092,28730,1
1825942,1348844183,38217,14500,1
1825943,1348844196,38217,13850,1
1826949,1348887658,37634,8784,1
1827075,1348899120,38218,27750,1
1827255,1348906393,38218,30976,1
1827256,1348906393,38218,15776,1
1829247,1349015895,38180,28474,1
1829524,1349037643,38349,3943,1
1829895,1349055502,38363,14634,1
1829903,1349056042,38359,29805,1
1830110,1349062140,38370,13166,1
1830219,1349064172,38350,4211,1
1830388,1349069187,38387,8604,1
1830460,1349070253,38370,7948,1
1831052,1349093599,38408,26230,1
1831708,1349124431,38419,1995,1
1831716,1349125676,38446,38118,1
1832423,1349169333,38436,18896,1
1832424,1349169467,18896,1194,1
1833085,1349187212,38493,37647,1
1833158,1349189425,363,35956,1
1833421,1349206710,38530,7049,1
1834083,1349236262,38530,270,1
1834142,1349239226,38548,8071,1
1834218,1349241062,38552,33780,1
1834219,1349241062,38552,25811,1
1834346,1349243039,38511,32706,1
1834955,1349263214,24313,37608,1
1835099,1349271171,38591,38524,1
1835110,1349275276,38593,20523,1
1835111,1349275276,38593,31326,1
1836154,1349322425,38640,33616,1
1836223,1349326454,38648,37832,1
1836264,1349327757,38640,31934,1
1836924,1349355792,38069,16985,1
1836928,1349356019,38320,28787,1
1838316,1349434412,38750,27067,1
1838317,1349434412,38750,35982,1
1838318,1349434412,38750,2142,1
1838771,1349458250,12053,12262,1
1840380,1349562481,35827,35824,1
1840732,1349585165,38820,29713,1
1841254,1349608499,38837,1405,1
1841276,1349608956,38784,6972,1
1841277,1349609039,38784,5504,1
1841315,1349610132,38853,38755,1
1841549,1349622600,4284,20295,1
1841804,1349628161,38820,36,1
1841952,1349636776,38815,38870,1
1842731,1349678351,38926,9664,1
1842845,1349682305,38928,7,1
1842846,1349682305,38928,38874,1
1842847,1349682305,38928,24261,1
1842971,1349688599,10607,20523,1
1843970,1349741024,38962,7519,1
1844912,1349772071,39023,27323,1
1845278,1349781383,39044,39037,1
1845326,1349782327,39031,10382,1
1845536,1349788657,39058,15319,1
1845613,1349791456,39042,1444,1
1845614,1349791508,1444,39042,1
1845844,1349807910,38852,36027,1
1846281,1349833113,39082,33776,1
1846363,1349840087,7519,38962,1
1846623,1349847695,39110,28284,1
1846624,1349847695,39110,18072,1
1846625,1349847695,39110,17623,1
1846921,1349855460,39073,34396,1
1847114,1349862485,39082,726,1
1847232,1349866533,39125,1580,1
1847233,1349866533,39125,31841,1
1847384,1349870241,39132,39128,1
1847681,1349874985,39138,3331,1
1847697,1349875652,39138,9475,1
1847772,1349878686,39140,22718,1
1848054,1349891361,33780,25811,1
1848055,1349891398,25811,33780,1
1848158,1349894663,39144,3542,1
1848302,1349898585,39164,3921,1
1848386,1349911414,39177,5115,1
1848543,1349919785,15900,6421,1
1848567,1349922235,39182,11628,1
1848606,1349923593,39161,11691,1
1848607,1349923593,39161,11175,1
1848711,1349926614,39080,5935,1
1848937,1349932806,39195,30728,1
1848938,1349932927,1444,30728,1
1848939,1349933023,30728,1444,1
1848956,1349933793,39195,1444,1
1849358,1349943062,39216,23633,1
1849639,1349952261,39224,4220,1
1849640,1349952261,39224,14483,1
1849801,1349957089,39214,2492,1
1849827,1349957449,38957,39238,1
1850022,1349961605,39231,13676,1
1850078,1349963518,39244,2067,1
1850079,1349963518,39244,22731,1
1850156,1349968947,39252,9334,1
1851434,1350036417,39307,20523,1
1851789,1350054099,39211,16390,1
1852433,1350108924,39323,12262,1
1854911,1350197792,40365,24077,1
1855060,1350203072,40382,29981,1
1855148,1350209164,40384,22347,1
1855264,1350215707,40395,38700,1
1855680,1350235498,39319,28801,1
1855746,1350239958,40384,7925,1
1856209,1350266877,40426,6907,1
1856216,1350267452,40429,38102,1
1856666,1350286800,40399,3395,1
1856759,1350290569,39283,28732,1
1857035,1350300902,40454,13781,1
1858346,1350363829,40514,24077,1
1858437,1350365003,40517,33433,1
1858440,1350365332,40506,29479,1
1858449,1350366661,7455,38420,1
1858450,1350366698,40518,26914,1
1858632,1350374825,15011,38856,1
1858635,1350374913,13382,38856,1
1858636,1350374913,13382,15011,1
1858662,1350375084,38856,13382,1
1858663,1350375084,38856,15011,1
1858689,1350376290,39211,36320,1
1858740,1350377992,40518,5015,1
1858741,1350377992,40518,423,1
1858810,1350379957,40539,35711,1
1858974,1350387488,40546,29617,1
1858975,1350387488,40546,26556,1
1859080,1350389993,40465,7455,1
1859164,1350393568,40549,5278,1
1859284,1350396172,40555,16822,1
1859376,1350401436,40560,32600,1
1859935,1350440023,40576,38038,1
1859966,1350440923,40582,10574,1
1860111,1350449325,18300,18316,1
1860443,1350461623,40593,38290,1
1860444,1350461691,40593,166,1
1860445,1350461691,40593,5158,1
1860450,1350462803,40584,17641,1
1860537,1350465823,40598,36247,1
1861980,1350529381,31215,9334,1
1862462,1350548197,40674,39299,1
1862984,1350572028,40702,39319,1
1863147,1350582998,21613,32419,1
1863171,1350583377,32419,17331,1
1863172,1350583395,16390,32419,1
1863173,1350583395,16390,17331,1
1863174,1350583417,17331,32419,1
1863175,1350583417,17331,16390,1
1863253,1350589915,40692,38350,1
1863268,1350591875,39075,32419,1
1863269,1350591875,39075,17331,1
1863270,1350591875,39075,16390,1
1863271,1350591875,39075,20523,1
1863659,1350613030,40731,40456,1
1863705,1350613787,40731,14719,1
1863861,1350624616,40742,40459,1
1863956,1350626343,40744,3425,1
1864451,1350643641,40459,40742,1
1864731,1350653330,40776,12262,1
1864757,1350653563,40780,12262,1
1864807,1350657269,21473,37993,1
1865671,1350701586,40777,8744,1
1865777,1350715598,40810,31755,1
1865778,1350715598,40810,30141,1
1865797,1350717773,40585,15505,1
1865854,1350721203,2971,21844,1
1865974,1350727141,40789,29364,1
1866013,1350727653,40779,35711,1
1866237,1350741130,40827,36,1
1866686,1350775722,40799,4816,1
1866696,1350776616,40856,40769,1
1867229,1350800922,40868,31326,1
1867230,1350800922,40868,35940,1
1867231,1350800922,40868,38593,1
1867232,1350801471,40876,20523,1
1867439,1350808425,40884,4762,1
1867598,1350810131,40808,18973,1
1867821,1350822830,28732,21530,1
1868161,1350836064,40907,18480,1
1868162,1350836064,40907,298,1
1868164,1350836236,40907,12262,1
1868401,1350849043,40920,23197,1
1868596,1350864328,40906,36171,1
1868597,1350864328,40906,9354,1
1869240,1350887001,40958,4544,1
1869293,1350887814,40910,3734,1
1870235,1350919503,40989,7969,1
1870815,1350956798,41006,18119,1
1870905,1350964916,41013,40934,1
1870932,1350965230,40933,26769,1
1871171,1350970843,41021,24022,1
1871172,1350970905,41006,38087,1
1871230,1350972743,41029,40598,1
1871312,1350974253,40965,36167,1
1871360,1350975955,41032,7,1
1871361,1350975955,41032,5937,1
1871373,1350976797,41009,5845,1
1871374,1350976797,41009,15692,1
1871375,1350976797,41009,25151,1
1871489,1350980776,18973,40808,1
1871507,1350981488,41038,7977,1
1871508,1350981488,41038,22764,1
1871622,1350984822,41048,11707,1
1871859,1350990660,41056,40769,1
1872028,1350995403,41058,41038,1
1872062,1350998308,41070,18375,1
1872304,1351009069,41076,15577,1
1872435,1351015768,41078,12262,1
1872447,1351016862,41078,16381,1
1872448,1351016862,41078,24077,1
1873321,1351053787,41094,39177,1
1873385,1351057865,41032,11142,1
1873458,1351060162,41093,19948,1
1873632,1351065440,41123,16013,1
1873677,1351067292,40808,40382,1
1874023,1351083112,41139,17773,1
1874031,1351084012,41143,39040,1
1874849,1351114367,41168,21565,1
1874936,1351118540,41169,12787,1
1875569,1351142650,41127,7969,1
1875570,1351142650,41127,13630,1
1875670,1351146585,41123,38524,1
1875770,1351151612,41159,32318,1
1875771,1351151612,41159,3931,1
1875772,1351151612,41159,33547,1
1875956,1351159026,41197,24878,1
1876116,1351167018,41208,23779,1
1876143,1351167300,41200,33547,1
1876144,1351167398,23779,41208,1
1876426,1351176916,41217,20836,1
1876744,1351190428,7112,29781,1
1876745,1351190572,29781,7112,1
1876767,1351193033,41227,24077,1
1878180,1351251192,41272,298,1
1878460,1351264224,41278,40987,1
1880178,1351347547,41152,39211,1
1880829,1351384319,41349,41324,1
1881079,1351401919,41358,16233,1
1881459,1351417815,41362,28730,1
1881460,1351417815,41362,11009,1
1881461,1351417815,41362,20836,1
1881796,1351431346,41383,15008,1
1882898,1351486316,41416,3466,1
1882972,1351489980,16233,41358,1
1883148,1351493325,41418,13166,1
1883216,1351497011,41419,34926,1
1883626,1351511035,41443,32125,1
1883627,1351511035,41443,21152,1
1883776,1351513356,41448,24633,1
1883819,1351514965,41450,18595,1
1884225,1351530171,41462,33547,1
1885887,1351563999,41394,30141,1
1886734,1351588262,41526,30141,1
1886738,1351588911,41525,26591,1
1886855,1351594792,14089,23117,1
1887137,1351602770,41544,20836,1
1887145,1351603175,41526,41512,1
1887598,1351618431,41524,30354,1
1888346,1351650457,41587,19291,1
1888355,1351651011,41575,11691,1
1888356,1351651011,41575,10059,1
1889776,1351704787,41638,41473,1
1889836,1351710396,41386,37993,1
1889882,1351711429,41156,3734,1
1889883,1351711429,41156,22528,1
1890501,1351741491,41669,8590,1
1890783,1351751178,41683,26088,1
1891189,1351766921,41702,31417,1
1891493,1351780540,41697,41540,1
1891602,1351783114,41540,41697,1
1891606,1351783707,41711,41678,1
1891889,1351801627,30126,27512,1
1891890,1351801690,27512,30126,1
1892577,1351827378,41740,27724,1
1892585,1351828356,16686,41638,1
1892586,1351828356,16686,41473,1
1892812,1351834065,41753,27927,1
1892909,1351840068,17816,18480,1
1893274,1351849703,41771,40598,1
1893373,1351853289,41778,41526,1
1894755,1351928196,41811,25220,1
1895544,1351972609,41824,38008,1
1896050,1352002455,41852,34527,1
1896089,1352003246,34527,13197,1
1896815,1352032823,41537,21592,1
1897215,1352043109,41879,41881,1
1897788,1352078855,41896,5782,1
1897865,1352082049,41900,12209,1
1897950,1352083338,38254,2819,1
1897984,1352084206,41906,2819,1
1898212,1352093484,41092,39177,1
1898543,1352106714,41931,41778,1
1898625,1352107905,41934,12151,1
1898663,1352109808,41934,12262,1
1900068,1352124604,41449,26271,1
1900079,1352125458,41944,17918,1
1900389,1352142360,42957,32826,1
1900725,1352168246,42967,28431,1
1900846,1352174297,42967,35819,1
1901002,1352183008,22293,38593,1
1901003,1352183088,38593,22293,1
1901423,1352198810,42992,17300,1
1901424,1352198810,42992,20401,1
1901710,1352211273,42999,9398,1
1901711,1352211273,42999,20948,1
1901870,1352217618,32826,42957,1
1902450,1352244115,43020,5465,1
1902779,1352258323,43036,36176,1
1902996,1352268156,43020,26044,1
1903575,1352288583,43076,3559,1
1903734,1352291374,43009,213,1
1903791,1352294538,43087,16381,1
1903997,1352300493,43092,16381,1
1904271,1352307796,43096,33817,1
1904398,1352312959,43098,22816,1
1904713,1352325965,21595,16847,1
1905058,1352344380,43140,21999,1
1905376,1352357669,12647,9001,1
1905407,1352358369,35561,1781,1
1905490,1352360661,4364,6493,1
1905642,1352368293,31657,22021,1
1905646,1352368977,36111,4220,1
1905671,1352373078,43168,41628,1
1905994,1352379595,43157,4544,1
1906116,1352383459,41794,7455,1
1906117,1352383459,41794,40731,1
1906192,1352386218,196,41326,1
1906730,1352416685,35561,41241,1
1907148,1352436224,43205,39062,1
1907345,1352444218,43102,28057,1
1907757,1352458268,43249,43086,1
1907785,1352458413,43086,43249,1
1908183,1352470209,43259,17336,1
1908314,1352475873,43261,298,1
1908956,1352502351,43279,31284,1
1908957,1352502351,43279,14002,1
1909043,1352508033,43264,43115,1
1909314,1352529388,41791,24022,1
1909318,1352529706,41791,35940,1
1909498,1352535971,41767,31027,1
1909925,1352560851,43308,41467,1
1909926,1352561227,43309,43197,1
1910811,1352621962,43331,23311,1
1910910,1352624305,43341,24077,1
1911042,1352628969,43329,18882,1
1911285,1352638348,43361,41390,1
1911419,1352644040,43366,29038,1
1911605,1352651578,43368,36212,1
1912355,1352684405,43396,35606,1
1912395,1352686398,43396,35819,1
1912622,1352696316,43378,43405,1
1912880,1352706418,43414,1444,1
1913040,1352712430,43406,1444,1
1913288,1352721502,43434,27588,1
1913333,1352723021,12411,15127,1
1913568,1352732105,33808,41187,1
1914208,1352761832,43447,20523,1
1914209,1352761832,43447,17196,1
1914329,1352769257,43471,31867,1
1914392,1352773097,43471,2356,1
1914609,1352777461,43471,27911,1
1914739,1352785988,43189,43488,1
1915031,1352795336,43499,41745,1
1915070,1352796300,43484,32325,1
1915265,1352802517,43436,41794,1
1915266,1352802517,43436,43471,1
1915458,1352810057,43523,30743,1
1915524,1352814096,43009,1927,1
1916658,1352862705,43560,2092,1
1917445,1352888513,43528,43017,1
1918230,1352927055,43623,43448,1
1918377,1352931140,32370,11876,1
1919249,1352966339,14377,37993,1
1919254,1352967464,19715,7975,1
1919967,1352987327,43698,3734,1
1919968,1352987327,43698,643,1
1919969,1352987327,43698,2,1
1920022,1352989540,43699,43040,1
1920082,1352995948,43699,43310,1
1920474,1353013517,43697,10439,1
1920552,1353016441,43719,2910,1
1920978,1353033116,43648,43730,1
1921003,1353034797,43730,43648,1
1921130,1353039795,43727,5056,1
1922634,1353091832,18431,13875,1
1923383,1353138734,43795,37526,1
1924563,1353200260,43860,43529,1
1924564,1353200260,43860,3331,1
1925217,1353232804,43863,11009,1
1926488,1353297073,43928,30141,1
1926489,1353297073,43928,31755,1
1927237,1353320582,43949,6127,1
1927376,1353322497,41320,20523,1
1927809,1353334479,43881,36128,1
1928327,1353355713,43530,43405,1
1928328,1353355752,44003,12386,1
1928329,1353355752,44003,26044,1
1928330,1353355752,44003,40808,1
1928331,1353355752,44003,36247,1
1929331,1353398225,44032,41093,1
1929340,1353398790,44030,18480,1
1929613,1353403902,44030,43675,1
1929649,1353405225,44046,11182,1
1929650,1353405225,44046,8117,1
1929951,1353416304,43893,41286,1
1930247,1353426121,15130,25941,1
1930248,1353426121,15130,12343,1
1930498,1353440342,38232,12546,1
1930863,1353458392,44077,26588,1
1931233,1353467774,44109,29781,1
1931558,1353482042,44102,10425,1
1931860,1353491165,44130,6580,1
1932067,1353498309,44139,29051,1
