Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
13886,2,1312287755,3,0,0,0,0,0,0
13887,1,1312490269,6,631,5696,1,6,1,5696
13888,2,1312491464,1,0,5697,0,0,0,0
13889,2,1312495627,3,0,3277,0,2,0,3277
13890,1,1312496623,0,212,5698,1,7,0,930
13894,1,1312506127,3,164,4286,1,0,1,4286
13895,1,1312506369,5,578,1752,0,2,2,919
13896,2,1312506477,5,0,1390,0,3,0,0
13897,2,1312508483,3,0,5706,0,1,0,5706
13900,2,1312514450,0,0,25,0,0,0,0
13901,2,1312517881,5,0,2116,0,6,0,2116
13902,1,1312518306,5,2293,5647,1,0,1,183
13904,2,1312522357,24,0,478,0,1,0,919
13908,2,1312526093,0,0,4505,0,0,0,0
13909,1,1312526373,1,115,5027,0,1,0,0
13910,2,1312527210,3,0,4505,0,0,0,9007
13911,2,1312527802,1,0,5710,0,0,0,0
13912,2,1312528621,5,0,0,0,7,0,0
13913,2,1312529421,2,0,5339,0,0,0,0
13914,1,1312529675,4,160,5711,3,1,2,919
13915,2,1312530565,8,0,919,0,8,0,0
13916,1,1312532963,2,251,8101,1,0,0,8101
13917,2,1312534264,1,0,5696,0,2,0,0
13918,2,1312536128,2,0,5696,0,3,0,0
13919,2,1312536906,5,0,919,0,4,0,0
13920,2,1312538587,1,0,5712,0,0,0,0
13921,1,1312541315,1,297,5713,0,6,0,919
13922,1,1312548232,0,93,5288,0,8,0,919
13927,1,1312567775,5,1600,1977,2,10,0,1977
13928,2,1312570036,3,0,5256,0,5,0,0
13929,2,1312571456,3,0,5256,0,4,0,0
13930,2,1312573669,5,0,5539,0,10,0,5539
13931,1,1312579059,1,93,5716,1,0,0,5716
13932,1,1312588940,6,1072,253,2,1,3,88
13933,2,1312589762,1,0,88,0,0,0,0
13934,2,1312594758,7,0,1390,0,1,0,0
13935,1,1312596569,3,324,5429,1,0,0,7290
13936,1,1312607554,8,2380,3277,1,0,5,3277
13937,2,1312614761,1,0,5674,0,0,0,0
13938,2,1312624355,7,0,5544,0,0,0,5544
13939,1,1312624489,1,417,1586,1,5,0,1586
13940,2,1312625564,0,0,2392,0,1,0,0
13941,1,1312626516,5,1512,5718,2,0,0,0
13942,2,1312626645,5,0,919,0,2,0,919
13943,1,1312640148,1,76,2789,1,0,0,0
13944,1,1312640333,-1,2365,5405,1,1,0,919
13945,2,1312640940,5,0,5256,0,0,0,0
13946,2,1312642938,2,0,3835,0,0,0,0
13947,2,1312662180,1,0,5696,0,0,0,0
13948,1,1312679949,1,281,5405,0,5,1,0
13949,2,1312680644,7,0,1934,0,9,0,1934
13950,1,1312461488,4,606,5346,2,1,1,88
13951,2,1312464446,2,0,4704,0,7,0,0
13952,1,1312694538,2,1230,5647,2,5,0,183
13953,1,1312694636,2,318,5724,2,4,0,0
13954,1,1312700039,1,804,1763,2,2,0,88
13955,2,1312700851,1,0,919,0,1,0,919
13958,2,1312724074,1,0,0,0,2,0,0
13959,1,1312724346,4,311,5727,1,2,0,2970
13960,1,1312728955,3,177,5402,2,0,2,0
13961,1,1312728385,2,688,2164,1,19,0,930
13962,2,1312735509,2,0,11169,0,0,0,0
13963,2,1312740859,0,0,1945,0,0,0,0
13964,2,1312741493,0,0,1945,0,1,0,0
13965,1,1312741903,4,583,1945,2,4,3,0
13966,1,1312744366,2,205,5729,1,0,0,5573
13967,2,1312745056,11,0,5729,0,1,0,0
13968,2,1312745612,4,0,5729,0,0,0,0
13969,2,1312746659,3,0,5729,0,0,0,0
13970,2,1312747290,1,0,5729,0,1,0,0
13971,2,1312750896,0,0,1818,0,0,0,1818
13972,2,1312753121,1,0,4872,0,0,0,0
13974,1,1312759749,3,288,5730,2,2,1,5730
13975,2,1312759911,2,0,5573,0,1,0,0
13977,1,1312763940,3,442,4751,1,3,0,7290
13978,2,1312766942,2,0,4598,0,0,0,0
13979,1,1312767154,1,367,5582,1,5,0,5582
13981,1,1312768692,4,256,4286,1,6,0,183
13982,2,1312772288,5,0,603,0,0,0,603
13983,1,1312772764,17,7593,3584,2,17,10,919
13984,1,1312774116,8,717,5346,3,6,3,930
13986,2,1312780129,27,0,919,0,6,0,919
13987,2,1312780697,2,0,449,0,4,0,0
13989,1,1312781919,0,1523,5907,1,4,0,0
13990,1,1312782921,0,452,5735,1,2,0,5735
13991,2,1312783802,2,0,2817,0,0,0,0
13992,2,1312789573,16,0,1124,0,12,0,1124
13993,2,1312793064,4,0,919,0,3,0,0
13995,1,1312797225,1,347,5687,1,2,0,0
13996,2,1312798318,1,0,5256,0,6,0,0
13998,2,1312798627,1,0,5256,0,3,0,0
13999,1,1312798874,9,697,3488,5,0,2,3488
14000,2,1312801653,11,0,4598,0,8,0,4598
14001,2,1312802808,1,0,5256,0,12,0,0
14002,1,1312804356,42,14706,36,4,0,18,88
14004,1,1312804818,4,3052,5771,1,0,2,5771
14005,1,1312805358,5,3948,5180,3,0,2,88
14007,1,1312707510,9,1282,0,1,3,3,0
14008,2,1312806844,2,0,601,0,1,0,0
14009,1,1312807798,3,1175,1513,2,0,1,183
14011,2,1312809267,2,0,5256,0,2,0,0
14012,2,1312810166,4,0,5739,0,2,0,0
14013,2,1312810901,22,0,5739,0,4,0,0
14014,2,1312811182,5,0,1793,0,0,0,0
14015,2,1312813276,0,0,3382,0,1,0,0
14016,2,1312820540,11,0,5739,0,3,0,0
14017,2,1312821243,33,0,3277,0,1,0,3277
14018,2,1312826910,3,0,5256,0,3,0,5256
14019,1,1312832190,2,147,25133,3,0,1,25133
14021,2,1312839239,2,0,582,0,0,0,0
14022,2,1312839589,4,0,5443,0,1,0,0
14023,2,1312843027,1,0,5627,0,1,0,0
14024,2,1312843527,8,0,582,0,5,0,0
14025,1,1312844360,5,380,3722,2,4,0,88
14026,2,1312845826,1,0,4257,0,4,0,4257
14027,2,1312845850,1,0,1307,0,1,0,1307
14028,2,1312846515,3,0,3488,0,0,0,3488
14029,2,1312847823,4,0,5443,0,0,0,0
14030,2,1312848106,6,0,4257,0,0,0,0
14032,2,1312851600,1,0,3277,0,0,0,0
14033,1,1312856800,4,856,4278,2,0,1,183
14034,1,1312858425,4,2681,5750,1,0,1,2116
14035,2,1312861211,3,0,5494,0,4,0,0
14036,2,1312861529,3,0,3098,0,0,0,0
14038,2,1312864995,14,0,603,0,1,0,0
14040,2,1312867443,4,0,5739,0,3,0,0
14042,2,1312868258,3,0,88,0,0,0,0
14043,2,1312868907,1,0,5739,0,0,0,0
14044,1,1312872509,1,500,4238,0,4,0,0
14045,1,1312872747,1,981,2817,2,0,1,0
14046,2,1312872834,1,0,3919,0,1,0,0
14047,2,1312873314,1,0,5739,0,0,0,0
14048,1,1312874587,3,1094,25133,1,4,0,2116
14049,2,1312876580,3,0,88,0,2,0,0
14050,1,1312880384,3,166,1764,2,0,0,0
14051,1,1312881814,5,547,5755,1,1,0,0
14052,2,1312881836,2,0,5256,0,7,0,0
14053,2,1312884521,1,0,0,0,0,0,0
14054,2,1312886612,1,0,5739,0,0,0,0
14055,2,1312888093,1,0,5729,0,0,0,0
14056,2,1312893248,1,0,1764,0,0,0,0
14057,2,1312894670,2,0,3459,0,0,0,0
14058,2,1312896584,1,0,5256,0,1,0,0
14059,1,1312897110,8,1349,5754,2,1,2,5754
14060,2,1312897755,1,0,5739,0,12,0,0
14061,1,1312903187,5,2876,2728,2,5,0,2728
14062,2,1312904522,0,0,4479,0,0,0,4479
14063,2,1312908171,2,0,3277,0,1,0,0
14064,1,1312908201,1,1514,5761,1,2,0,0
14065,2,1312908510,3,0,5739,0,9,0,0
14066,1,1312908885,3,608,5696,0,4,1,5696
14067,1,1312911524,17,437,183,3,3,1,183
14068,2,1312911537,10,0,919,0,8,0,919
14069,1,1312911874,2,167,776,1,4,0,88
14070,2,1312913183,5,0,5256,0,8,0,5256
14071,2,1312913373,4,0,5739,0,2,0,0
14072,1,1312915143,0,648,5729,2,1,3,5573
14073,2,1312924823,1,0,139,0,0,0,0
14075,2,1312931050,3,0,264,0,0,0,264
14076,1,1312938318,3,4932,5405,1,3,1,2116
14077,2,1312946331,9,0,2645,0,12,0,2645
14078,1,1312951793,12,8906,4701,1,4,12,183
14079,1,1312952377,2,1696,5764,3,1,2,0
14080,2,1312953087,1,0,5494,0,4,0,0
14081,2,1312953979,0,0,5739,0,0,0,0
14082,1,1312955225,2,835,5765,2,5,1,88
14083,2,1312955432,10,0,5766,0,9,0,0
14084,2,1312956942,0,0,5767,0,0,0,0
14085,2,1312957606,1,0,2728,0,3,0,0
14086,2,1312959682,0,0,1764,0,2,0,0
14087,2,1312959840,1,0,5767,0,0,0,0
14088,1,1312960563,11,4554,442,2,8,10,0
14089,1,1312961814,9,11832,5705,5,6,2,4856
14090,2,1312962240,5,0,4257,0,0,0,0
14091,2,1312962468,12,0,4505,0,1,0,919
14092,1,1312963899,2,227,1378,3,11,0,919
14093,2,1312964446,3,0,5739,0,0,0,0
14095,1,1312964628,6,2778,5773,2,1,3,930
14096,2,1312965058,1,0,5739,0,7,0,5739
14097,2,1312965604,3,0,1475,0,2,0,1475
14098,2,1312965863,11,0,5739,0,2,0,0
14099,1,1312968012,5,1889,5767,2,0,4,0
14100,2,1312968359,5,0,4856,0,0,0,919
14101,1,1312969758,3,3331,5674,1,3,2,919
14102,1,1312970242,0,183,5405,2,0,0,0
14103,2,1312970376,1,0,2898,0,2,0,2898
14104,2,1312971173,0,0,5739,0,0,0,0
14105,2,1312971467,1,0,603,0,2,0,603
14106,1,1312971714,4,193,5774,1,10,2,5774
14107,2,1312972476,3,0,2817,0,0,0,2817
14108,1,1312972531,9,1685,2635,6,1,10,919
14109,2,1312972767,3,0,1434,0,6,0,0
14110,1,1312973585,3,1305,5775,1,2,3,88
14111,1,1312942112,1,275,5405,1,0,0,0
14112,2,1312944359,4,0,1027,0,2,0,0
14113,1,1312974011,2,790,5776,1,4,0,0
14114,5,1312974977,0,0,7290,0,0,0,7290
14115,4,1312974977,0,0,2635,0,0,0,7290
14116,2,1312979471,5,0,930,0,3,0,930
14118,1,1312981195,4,7773,25133,2,3,5,25133
14119,1,1312981921,0,67,4040,1,0,0,0
14120,5,1312982695,0,0,5739,0,0,0,5739
14121,4,1312982695,0,0,5739,0,0,0,919
14122,1,1312982987,1,150,5777,0,4,0,88
14123,2,1312985324,0,0,5494,0,1,0,0
14124,2,1312985554,2,0,919,0,0,0,0
14125,2,1312986011,7,0,5764,0,0,0,3488
14126,2,1312992450,12,0,5055,0,3,0,0
14127,1,1312992516,5,1908,2164,3,0,0,919
14128,2,1312996517,6,0,5256,0,0,0,0
14129,2,1312997250,6,0,36,0,1,0,0
14130,2,1313005442,6,0,776,0,2,0,0
14131,2,1313006489,2,0,5055,0,1,0,0
14132,2,1313007697,3,0,5729,0,0,0,0
14133,1,1313009100,0,206,5288,1,1,0,5739
14134,2,1313010480,2,0,4479,0,0,0,4479
14135,2,1313010808,2,0,4479,0,7,0,4479
14136,2,1313014350,2,0,5739,0,1,0,0
14137,2,1313015138,2,0,5739,0,2,0,0
14138,2,1313018436,2,0,339,0,2,0,0
14139,2,1313019006,4,0,5739,0,6,0,5739
14140,1,1313020181,9,2797,5429,3,6,9,930
14141,2,1313021952,5,0,183,0,2,0,183
14142,2,1313024145,11,0,442,0,1,0,442
14143,1,1313027462,4,761,3572,4,0,3,88
14144,2,1313028626,11,0,930,0,3,0,0
14146,1,1313030097,5,3380,5768,1,3,0,183
14147,1,1313030099,3,4023,18462,1,9,1,88
14148,2,1313030261,13,0,183,0,2,0,0
14149,2,1313033086,1,0,557,0,5,0,0
14151,2,1313035343,3,0,5256,0,3,0,0
14152,2,1313039127,4,0,776,0,0,0,0
14153,1,1313039430,3,706,5907,2,1,2,919
14155,1,1313043871,1,305,5783,1,1,0,88
14156,2,1313044535,3,0,601,0,2,0,601
14157,2,1313047397,7,0,4505,0,1,0,0
14158,1,1313047478,5,1931,333,4,0,1,930
14159,2,1313047983,5,0,776,0,1,0,0
14160,2,1313048550,3,0,5739,0,3,0,0
14161,1,1313049610,1,508,5767,0,4,1,0
14162,2,1313049993,15,0,4505,0,0,0,0
14163,2,1313051884,1,0,2728,0,1,0,0
14164,2,1313052992,3,0,2728,0,1,0,0
14165,1,1313054088,5,324,3541,1,0,0,5739
14166,2,1313057857,4,0,1307,0,0,0,1307
14167,2,1313059949,0,0,1434,0,0,0,0
14168,1,1313063681,1,125,333,0,3,0,930
14169,2,1313066580,5,0,2728,0,0,0,0
14170,1,1313090284,2,154,5781,0,2,0,183
14171,2,1313090835,7,0,183,0,1,0,183
14172,1,1313102342,1,385,5789,1,2,1,0
14173,2,1313107464,1,0,2044,0,3,0,0
14175,1,1313110389,8,688,333,2,0,4,5739
14176,2,1313117973,15,0,5792,0,3,0,0
14177,1,1313120665,0,130,5793,1,4,0,0
14178,2,1313126662,8,0,4253,0,3,0,4253
14180,2,1313128041,1,0,5781,0,0,0,0
14181,2,1313132261,2,0,2728,0,5,0,0
14182,1,1313134651,2,293,5228,0,2,1,0
14183,1,1313134901,0,2196,3584,2,2,0,0
14184,2,1313135338,7,0,139,0,0,0,0
14185,2,1313135912,15,0,3601,0,8,0,0
14186,2,1313135940,0,0,3382,0,0,0,0
14187,1,1313136393,1,247,5797,2,0,2,2116
14188,2,1313136724,1,0,5739,0,0,0,0
14189,2,1313138005,4,0,5739,0,0,0,0
14190,2,1313138055,4,0,2817,0,0,0,2817
14191,2,1313138420,1,0,5799,0,0,0,0
14192,2,1313140834,1,0,2392,0,2,0,0
14193,2,1313141512,3,0,4505,0,0,0,0
14194,1,1313143015,3,137,2260,2,3,0,0
14195,2,1313143501,5,0,2817,0,5,0,2817
14197,1,1313151867,5,392,5802,1,1,1,88
14198,2,1313152577,0,0,2728,0,0,0,0
14199,1,1313153240,1,57,5416,1,2,0,930
14200,2,1313153285,5,0,5387,0,1,0,0
14201,2,1313155844,1,0,4253,0,4,0,0
14203,1,1313080432,2,136,562,0,1,0,919
14204,1,1313162456,3,575,4594,2,0,2,0
14205,1,1313162964,0,176,2817,0,6,0,0
14206,1,1313176828,9,3460,2513,3,4,14,88
14207,2,1313185308,7,0,3601,0,2,0,3601
14208,2,1313185661,0,0,5509,0,0,0,0
14209,1,1313186190,4,260,4278,1,3,1,930
14210,1,1313193053,38,5857,2164,7,5,17,2164
14211,2,1313195149,16,0,3277,0,7,0,3277
14212,2,1313197234,10,0,601,0,12,0,601
14213,1,1313206137,5,510,5805,1,1,2,88
14214,2,1313206311,8,0,961,0,2,0,0
14215,1,1313216550,0,195,5808,2,5,0,88
14216,2,1313219186,1,0,3382,0,7,0,0
14217,2,1313224148,6,0,5739,0,3,0,5739
14218,2,1313225191,55,0,4253,0,3,0,0
14219,1,1313225554,19,2905,3301,3,14,10,3301
14220,1,1313201476,6,685,5835,3,18,4,183
14222,2,1313225942,7,0,5739,0,2,0,0
14224,2,1313228730,2,0,2129,0,0,0,0
14226,1,1313232910,47,2077,561,2,10,25,7290
14227,2,1313240499,31,0,1307,0,0,0,0
14228,1,1313240758,4,308,5816,2,1,0,88
14229,1,1313244944,14,456,1390,1,2,4,1390
14230,2,1313252941,36,0,4253,0,3,0,919
14231,1,1313257007,1,775,3678,2,0,0,0
14232,2,1313258180,2,0,4505,0,1,0,4505
14233,2,1313259891,3,0,4505,0,2,0,0
14234,1,1313275003,4,373,5822,1,2,0,2116
14235,2,1313280169,7,0,3277,0,3,0,3277
14236,2,1313286931,2,0,88,0,10,0,88
14237,1,1313292151,0,720,5383,2,5,0,5383
14239,2,1313297776,14,0,686,0,1,0,0
14240,2,1313298320,1,0,2392,0,0,0,0
14241,1,1313302911,4,159,364,0,4,0,364
14242,2,1313303889,3,0,686,0,1,0,0
14243,2,1313306489,5,0,2392,0,0,0,0
14244,2,1313306686,2,0,145,0,0,0,0
14245,2,1313310887,4,0,5256,0,0,0,5256
14246,1,1313312106,6,5977,4048,3,5,3,0
14247,1,1313315061,0,138,5740,0,4,0,0
14249,2,1313316603,4,0,3277,0,0,0,3277
14250,2,1313320046,12,0,5256,0,5,0,5256
14251,2,1313332913,7,0,601,0,0,0,0
14252,2,1313336390,5,0,159,0,0,0,0
14253,1,1313343219,0,166,5612,0,6,0,0
14254,2,1313352476,1,0,5832,0,2,0,0
14255,2,1313352829,2,0,2921,0,0,0,0
14256,1,1313357486,2,155,3019,3,0,0,0
14260,1,1313134709,6,379,0,1,0,0,0
14261,2,1313146434,3,0,5739,0,2,0,0
14262,2,1313372218,2,0,5836,0,0,0,0
14263,2,1313372716,7,0,5836,0,1,0,0
14264,1,1313373765,2,137,1709,0,2,0,183
14265,2,1313374372,0,0,442,0,1,0,0
14266,2,1313376455,1,0,3835,0,3,0,0
14267,2,1313377608,2,0,5836,0,0,0,0
14269,1,1313380325,1,467,5397,1,3,0,4856
14270,1,1313341929,4,253,0,1,7,1,264
14271,2,1313383701,1,0,5836,0,0,0,0
14272,1,1313384077,2,336,5837,1,2,0,919
14273,2,1313384449,1,0,5836,0,0,0,0
14274,2,1313385332,0,0,5836,0,0,0,0
14275,2,1313385711,2,0,5836,0,0,0,0
14276,2,1313386292,2,0,5836,0,0,0,0
14278,2,1313386828,2,0,5836,0,0,0,0
14279,2,1313387030,5,0,5429,0,6,0,5429
14280,1,1313387339,1,114,5838,1,1,0,0
14281,5,1313387410,0,0,919,0,0,0,27581
14282,4,1313387410,0,0,919,0,0,0,919
14283,2,1313387554,2,0,2817,0,1,0,2817
14284,2,1313387563,12,0,5836,0,0,0,0
14285,5,1313387800,0,0,919,0,0,0,919
14286,4,1313387800,0,0,919,0,0,0,919
14287,5,1313387873,0,0,919,0,0,0,22047
14288,4,1313387873,0,0,919,0,0,0,7290
14289,2,1313388519,1,0,5836,0,0,0,5836
14290,2,1313388967,1,0,5836,0,0,0,0
14291,2,1313389487,1,0,2728,0,3,0,2728
14292,2,1313392254,4,0,3601,0,0,0,0
14293,2,1313393083,1,0,3382,0,0,0,3382
14294,1,1313393083,1,149,333,1,2,0,88
14295,1,1313394055,1,279,5839,2,3,0,5839
14296,2,1313395658,2,0,1036,0,2,0,0
14297,2,1313395900,5,0,601,0,0,0,0
14298,2,1313396138,5,0,4856,0,8,0,4856
14299,2,1313398741,2,0,603,0,0,0,603
14300,2,1313402636,4,0,919,0,1,0,0
14301,1,1313409573,9,830,5841,2,10,0,0
14302,2,1313410929,1,0,2728,0,1,0,0
14303,1,1313411508,0,95,0,0,5,0,0
14305,2,1313413019,2,0,2126,0,1,0,0
14306,2,1313414321,1,0,5836,0,0,0,0
14307,2,1313414646,1,0,5836,0,0,0,0
14308,2,1313415141,1,0,5836,0,0,0,5836
14310,1,1313416371,1,172,5845,2,15,0,919
14311,2,1313420207,1,0,1307,0,2,0,1307
14313,1,1313423720,4,537,5848,2,0,0,0
14314,2,1313426245,7,0,696,0,1,0,0
14315,1,1313427574,4,337,5849,1,19,1,5849
14316,2,1313428825,0,0,3058,0,1,0,0
14317,2,1313429739,3,0,5739,0,0,0,0
14318,2,1313430076,1,0,4226,0,1,0,0
14319,2,1313431605,-1,0,8101,0,2,0,8101
14320,2,1313432123,5,0,3601,0,0,0,3601
14321,2,1313435733,3,0,5256,0,2,0,0
14322,1,1313438966,1,696,1463,0,0,0,5055
14323,1,1313439293,4,879,196,2,0,0,0
14324,1,1313444060,3,2714,2566,2,3,2,0
14325,1,1313448381,3,410,5853,0,0,1,6029
14326,2,1313448741,2,0,2116,0,8,0,0
14327,1,1313449513,2,442,5405,3,0,0,0
14328,2,1313449932,0,0,5836,0,0,0,0
14329,2,1313450110,2,0,4257,0,6,0,0
14330,2,1313450686,5,0,2116,0,4,0,0
14331,2,1313451299,5,0,5836,0,1,0,0
14332,1,1313452177,6,3650,825,5,9,0,35842
14333,1,1313452249,2,241,5836,1,0,0,88
14334,2,1313454473,7,0,4257,0,1,0,0
14335,2,1313457425,2,0,4257,0,0,0,0
14336,1,1313462781,1,943,5855,3,0,1,805
14337,2,1313465210,3,0,656,0,9,0,656
14338,2,1313465891,2,0,597,0,1,0,0
14339,2,1313466110,3,0,5494,0,0,0,0
14340,2,1313467835,4,0,4505,0,0,0,2116
14341,2,1313467980,2,0,696,0,0,0,0
14343,1,1313473096,6,330,5265,1,2,0,5265
14344,2,1313473151,2,0,2817,0,0,0,0
14345,1,1313473474,3,82,4376,0,2,0,0
14346,2,1313473574,4,0,4257,0,1,0,0
14347,2,1313474012,4,0,919,0,0,0,0
14348,2,1313474900,0,0,5832,0,1,0,0
14349,2,1313476524,0,0,5832,0,2,0,0
14350,2,1313477304,3,0,5832,0,1,0,0
14351,1,1313477625,4,500,5383,3,4,6,919
14352,2,1313478145,13,0,919,0,12,0,919
14353,2,1313478803,1,0,5767,0,1,0,0
14354,1,1313479214,2,302,5832,2,1,0,5739
14355,1,1313479548,1,566,5837,3,8,0,5837
14356,2,1313480079,74,0,5836,0,0,0,0
14357,2,1313481171,26,0,5836,0,2,0,0
14358,2,1313481236,1,0,5832,0,3,0,0
14359,2,1313481817,2,0,2817,0,2,0,0
14360,1,1313483778,3,1276,333,3,3,2,88
14361,2,1313484419,7,0,4856,0,4,0,4856
14362,2,1313485075,3,0,5767,0,4,0,0
14363,2,1313485136,1,0,2728,0,1,0,0
14364,1,1313485527,1,337,5429,1,5,0,5429
14365,2,1313485682,2,0,2728,0,2,0,0
14366,2,1313486744,10,0,919,0,4,0,0
14367,2,1313488115,2,0,4278,0,0,0,0
14368,1,1313490621,4,1295,5860,1,5,0,919
14369,1,1313491161,1,178,5857,0,2,0,919
14370,2,1313491987,10,0,3601,0,0,0,3601
14371,2,1313494010,6,0,795,0,4,0,795
14373,1,1313495280,1,87,1307,0,4,0,1307
14374,1,1313499236,2,674,686,2,6,1,686
14375,1,1313502355,2,198,5781,1,1,0,88
14376,2,1313503110,2,0,4514,0,0,0,0
14377,1,1313509489,5,10430,5864,3,8,1,183
14378,2,1313511535,4,0,686,0,6,0,0
14379,2,1313514024,2,0,3567,0,0,0,0
14380,1,1313514327,7,301,3567,3,0,5,88
14381,1,1313516585,2,1730,2164,1,4,0,2116
14382,2,1313517237,7,0,3835,0,4,0,3835
14383,1,1313517912,2,797,1126,2,0,0,183
14384,2,1313518828,3,0,4856,0,0,0,0
14385,2,1313520541,5,0,4856,0,1,0,4856
14386,2,1313521164,4,0,5836,0,1,0,5836
14388,2,1313526936,1,0,5256,0,0,0,5256
14389,2,1313535153,3,0,2392,0,1,0,0
14390,2,1313539981,6,0,2645,0,1,0,2645
14391,2,1313545308,2,0,2728,0,8,0,0
14392,1,1313546237,4,196,5865,2,1,0,930
14393,1,1313549642,1,777,5628,3,1,0,0
14394,2,1313550084,4,0,2116,0,0,0,0
14396,2,1313556042,4,0,0,0,5,0,0
14397,1,1313556485,3,450,3248,2,0,0,88
14398,2,1313557078,2,0,4856,0,4,0,4856
14399,1,1313557255,4,709,5191,2,2,3,5191
14400,1,1313558607,4,514,5825,1,10,2,88
14401,1,1313559075,4,224,5864,3,4,1,5864
14402,1,1313559429,0,218,5864,2,3,0,5739
14403,2,1313559757,1,0,4856,0,1,0,0
14407,2,1313563347,5,0,919,0,16,0,0
14408,1,1313565825,9,3553,2849,3,0,2,2849
14410,1,1313566730,1,2521,5705,1,6,0,919
14411,2,1313567401,8,0,561,0,8,0,0
14412,2,1313567951,0,0,3019,0,4,0,0
14413,1,1313568076,2,358,2849,1,0,0,0
14414,2,1313570639,5,0,5836,0,2,0,1036
14415,2,1313570788,4,0,5836,0,1,0,0
14416,1,1313571151,20,508,1381,4,12,3,1381
14417,2,1313571650,4,0,5836,0,1,0,0
14418,2,1313572045,6,0,5836,0,10,0,0
14419,2,1313572736,9,0,5836,0,0,0,0
14420,1,1313574190,2,97,4856,0,0,0,0
14421,2,1313574666,1,0,1764,0,0,0,0
14422,1,1313575374,0,120,8101,0,4,1,88
14424,2,1313581707,7,0,601,0,7,0,0
14425,2,1313583331,5,0,364,0,0,0,0
14426,1,1313584012,3,801,8101,2,0,3,2116
14427,2,1313584098,1,0,601,0,0,0,0
14428,2,1313584517,2,0,873,0,0,0,0
14429,2,1313587103,1,0,5392,0,5,0,0
14430,2,1313589105,2,0,4856,0,7,0,4856
14431,1,1313590179,4,276,2635,2,2,0,2635
14432,2,1313591499,1,0,4856,0,14,0,4856
14434,1,1313595032,8,1450,5785,2,1,2,5785
14436,2,1313603052,6,0,5792,0,1,0,0
14437,1,1313612062,32,2855,1640,6,5,22,0
14438,2,1313614193,8,0,919,0,14,0,0
14439,2,1313615647,24,0,2817,0,6,0,2817
14440,2,1313617793,26,0,1381,0,3,0,1191
14442,2,1313622805,4,0,2116,0,3,0,0
14443,1,1313623394,2,345,4770,1,0,0,0
14444,1,1313623750,3,655,5509,1,2,3,930
14446,2,1313624257,3,0,2116,0,0,0,0
14448,1,1313626900,1,1829,825,2,2,0,825
14449,1,1313629078,5,700,5837,2,6,1,183
14450,2,1313629447,1,0,656,0,0,0,0
14451,2,1313630504,0,0,1154,0,1,0,0
14452,2,1313632095,3,0,183,0,0,0,0
14453,2,1313632849,1,0,3277,0,0,0,3277
14454,2,1313633004,2,0,5191,0,1,0,0
14455,2,1313633512,0,0,419,0,0,0,0
14456,2,1313634430,2,0,25,0,0,0,0
14457,1,1313637398,2,865,5397,2,11,0,0
14458,1,1313637728,2,2391,5875,3,1,0,930
14459,2,1313637785,4,0,3805,0,1,0,0
14460,2,1313638716,5,0,930,0,0,0,930
14461,1,1313633647,0,134,0,1,9,0,5890
14462,2,1313644262,5,0,364,0,6,0,364
14463,2,1313644343,3,0,4856,0,6,0,0
14464,2,1313644690,3,0,2817,0,1,0,0
14465,2,1313645792,-1,0,5876,0,5,0,2116
14466,2,1313647081,0,0,5878,0,2,0,5878
14467,2,1313649283,2,0,5739,0,1,0,0
14468,2,1313649488,7,0,279,0,1,0,0
14469,1,1313649750,-1,2236,5203,2,4,0,919
14470,2,1313650236,4,0,4856,0,0,0,0
14471,1,1313650514,4,1120,5881,2,1,2,4856
14472,2,1313653342,14,0,4856,0,4,0,4856
14473,1,1313653537,3,749,1991,2,3,0,930
14474,1,1313653988,23,1879,2798,3,0,15,2798
14475,2,1313654476,5,0,5739,0,4,0,0
14476,2,1313655159,10,0,2817,0,1,0,2817
14477,2,1313659652,6,0,1764,0,5,0,1764
14478,2,1313659822,0,0,5879,0,0,0,0
14479,2,1313661570,2,0,5885,0,0,0,0
14480,1,1313662562,3,987,3376,3,0,0,183
14481,1,1313663408,4,1449,3874,1,1,1,3874
14482,1,1313663470,9,3241,5887,3,2,13,5887
14483,1,1313664142,18,690,3577,2,2,6,0
14484,2,1313664175,7,0,4856,0,2,0,4856
14485,2,1313664328,2,0,3874,0,0,0,0
14486,2,1313664940,0,0,3874,0,0,0,0
14487,2,1313667557,8,0,5832,0,5,0,0
14488,2,1313667958,2,0,5880,0,3,0,3376
14489,2,1313669543,7,0,3805,0,2,0,21054
14490,2,1313669715,20,0,919,0,1,0,919
14491,2,1313671052,3,0,5832,0,0,0,0
14492,2,1313674472,1,0,2817,0,2,0,0
14493,2,1313674836,0,0,2669,0,0,0,0
14494,2,1313675338,1,0,2669,0,1,0,0
14496,1,1313679759,2,522,5889,0,1,1,88
14497,1,1313681437,4,3161,87,2,5,1,88
14498,2,1313688410,5,0,2635,0,2,0,0
14500,1,1313700655,42,17255,5893,6,4,28,919
14501,2,1313702471,4,0,919,0,0,0,0
14502,2,1313702834,24,0,183,0,0,0,0
14504,1,1313705491,4,1706,4872,1,9,0,0
14505,1,1313705858,1,178,4286,1,5,0,88
14506,2,1313707853,2,0,5894,0,0,0,0
14507,2,1313709455,1,0,4872,0,1,0,0
14508,2,1313710534,6,0,2116,0,1,0,0
