Id,Reputation,CreationDate,Views,UpVotes,DownVotes
9342,312,1329760400,60,15,0
9343,706,1329784493,110,9,2
9344,175,1329793090,16,11,0
9345,21,1329799839,1,0,0
9346,13,1329803330,0,0,0
9348,53,1329807544,21,1,0
9349,11,1329807782,0,0,0
9351,48,1329819252,11,1,0
9352,1,1329820003,0,0,0
9353,26,1329821177,0,0,0
9354,196,1329821543,26,2,0
9355,128,1329823769,6,28,0
9356,1,1329827191,0,0,0
9358,1,1329832777,7,0,0
9359,1,1329833364,0,0,0
9360,6,1329836846,2,0,0
9362,21,1329855526,3,0,0
9363,208,1329860857,12,2,0
9364,31,1329870050,1,3,0
9365,51,1329871180,18,0,0
9366,28,1329873188,8,0,0
9367,1,1329878081,2,0,0
9368,1,1329879337,0,0,0
9369,11,1329881087,3,0,0
9371,11,1329897787,2,0,0
9372,1,1329901128,1,0,0
9373,101,1329902132,1,0,0
9374,101,1329910849,0,0,0
9375,111,1329910951,2,1,0
9376,101,1329912886,0,0,0
9377,101,1329914026,1,0,0
9378,146,1329922596,7,5,0
9379,101,1329924017,3,10,0
9381,11,1329958221,2,0,0
9383,6,1329964038,5,0,0
9384,118,1329964447,5,0,0
9385,1,1329965358,1,0,0
9386,6,1329973988,0,0,0
9387,101,1329974477,0,0,0
9389,109,1329987770,4,0,0
9390,6,1329989657,1,0,0
9391,13,1329991994,1,0,0
9392,1,1329993592,0,0,0
9394,9800,1330005580,946,1273,54
9396,1,1330007684,0,0,0
9397,108,1330007759,5,1,0
9398,101,1330008192,2,0,0
9399,118,1330014210,0,0,0
9400,1,1330018144,4,0,0
9401,1,1330025445,0,0,0
9402,11,1330027374,0,0,0
9403,1,1330029472,0,0,0
9405,208,1330037285,24,17,0
9406,1,1330038643,0,0,0
9409,11,1330048232,4,0,0
9412,31,1330062914,15,0,0
9413,106,1330063198,5,1,0
9414,1,1330063499,21,0,0
9416,101,1330072970,0,0,0
9417,101,1330076054,0,0,0
9418,6,1330083713,0,0,0
9419,6,1330090824,3,0,0
9420,202,1330091076,40,4,0
9421,1,1330103839,0,0,0
9422,26,1330115018,6,0,0
9423,11,1330118743,1,0,0
9424,126,1330152857,14,0,0
9425,6,1330155260,1,0,0
9426,407,1279870167,57,48,5
9428,1,1330168570,1,0,0
9429,18,1330171143,2,0,0
9430,1,1330172223,1,0,0
9431,101,1330174544,0,0,0
9432,31,1330183073,1,0,0
9433,21,1330186282,1,0,0
9434,1,1330191781,0,0,0
9435,116,1330192239,10,0,0
9437,181,1330197261,16,47,0
9438,1,1330205515,0,0,0
9440,113,1330217927,5,3,0
9441,1,1330221529,0,0,0
9442,1,1330227771,1,0,0
9443,11,1330240249,1,0,0
9444,406,1330240839,60,15,13
9445,111,1330241781,8,1,0
9446,101,1330249382,0,0,0
9447,26,1330251897,4,0,0
9448,6,1330258513,3,0,0
9450,101,1330259871,2,0,0
9451,136,1330268067,10,0,0
9452,1,1330272346,0,0,0
9453,1,1330273392,0,0,0
9454,6,1330275676,1,0,0
9456,161,1330302703,8,3,0
9457,1,1330307502,0,0,0
9458,2,1330310944,9,0,0
9459,111,1330313547,0,0,0
9460,101,1330316447,9,0,0
9461,11,1330330187,1,0,0
9462,101,1330331085,1,0,0
9463,16,1330336158,1,0,0
9464,101,1330343810,2,0,0
9465,13,1330344962,4,0,0
9466,106,1330347892,0,2,0
9469,108,1330359467,1,1,0
9470,13,1330364592,0,0,0
9471,101,1330365264,0,0,0
9472,1,1330366142,0,0,0
9473,1,1330371031,0,0,0
9474,1,1330374757,0,0,0
9475,16,1330376985,2,0,0
9476,101,1330378404,1,0,0
9477,101,1330384362,0,1,0
9478,101,1330384539,0,1,0
9479,101,1330387318,1,1,0
9480,31,1330388072,3,0,0
9481,6,1330388182,9,0,0
9482,1,1330389282,2,0,0
9483,101,1330390414,0,2,0
9484,16,1330396325,3,0,0
9485,11,1330396826,3,0,0
9486,16,1330402360,2,0,0
9487,101,1330404549,0,0,0
9488,101,1330405318,0,0,0
9489,31,1330407433,2,0,0
9490,235,1330411581,15,4,0
9491,11,1330412772,4,0,0
9493,21,1330415653,2,0,0
9494,101,1330419845,0,0,0
9495,277,1330427497,25,5,0
9496,111,1330427691,2,1,0
9497,282,1330429578,52,24,0
9498,101,1330433606,0,4,0
9499,1,1330441048,2,0,0
9501,11,1330443687,2,0,0
9502,101,1330460166,0,0,0
9503,101,1330466594,0,0,0
9505,101,1330474614,0,1,0
9506,38,1330478448,6,1,0
9507,11,1330480504,2,0,0
9508,101,1330480898,0,2,0
9509,101,1330483504,0,0,0
9510,1,1330485542,0,0,0
9511,6,1330485823,6,0,0
9512,101,1330486177,0,2,0
9513,101,1330493227,4,1,0
9514,111,1330494939,5,0,0
9515,101,1330498712,5,0,0
9516,1,1330498738,2,0,0
9517,11,1330500219,2,0,0
9518,1,1330503822,0,0,0
9519,36,1330519577,16,1,0
9520,101,1330520483,1,1,0
9521,111,1330526511,3,0,0
9522,1,1330527588,0,0,0
9523,99,1330529202,14,8,0
9524,113,1330529274,11,2,0
9525,16,1330532119,5,0,0
9526,16,1330541009,3,0,0
9527,1,1330543107,0,0,0
9528,101,1330551138,1,0,0
9529,134,1330553578,27,15,1
9531,101,1330562258,1,0,0
9532,101,1330563910,5,0,0
9533,101,1330568610,3,0,0
9534,215,1330568738,19,37,0
9536,3,1330573484,3,0,0
9537,6,1330573964,1,0,0
9538,101,1330577766,0,11,0
9539,1,1330578936,0,0,0
9541,26,1330588372,5,0,0
9542,11,1330591915,0,0,0
9543,41,1330594138,4,0,0
9544,111,1330602656,7,0,0
9545,6,1330603114,2,0,0
9546,114,1330603771,30,1,0
9547,16,1330605007,5,0,0
9548,1,1330606645,8,0,0
9549,1,1330616496,0,0,0
9550,21,1330618931,5,0,0
9551,1,1330619161,0,0,0
9553,126,1330638953,17,0,0
9554,1,1330639369,0,0,0
9555,101,1330640244,1,0,0
9556,1,1330646641,0,0,0
9557,11,1330655012,1,0,0
9558,101,1330660654,0,0,0
9559,101,1330665937,0,0,0
9560,47,1330665970,36,17,0
9561,1,1330668922,0,0,0
9562,130,1330671486,19,5,0
9563,16,1330673252,2,0,0
9565,101,1330677831,3,18,0
9567,1,1330683258,0,0,0
9568,1713,1330683509,112,212,2
9570,11,1330694092,6,0,0
9571,83,1330695624,14,0,0
9572,308,1330700258,58,9,0
9573,21,1330710616,6,0,0
9574,1,1330732262,0,0,0
9575,38,1330734535,7,51,0
9576,112,1330736535,15,3,0
9577,252,1330738511,13,2,0
9578,11,1330739271,4,0,0
9579,113,1330744427,2,1,0
9580,1,1330747902,0,0,0
9581,261,1330760271,13,0,0
9582,101,1330762599,0,3,0
9583,328,1330688602,72,14,0
9584,101,1330783641,5,2,0
9585,1,1330785592,0,0,0
9586,106,1330795006,3,2,0
9588,83,1330804308,14,4,0
9589,63,1330806855,7,1,0
9590,11,1330814796,0,0,0
9591,101,1330824824,0,1,0
9592,61,1330832707,4,0,0
9594,1,1330851687,0,0,0
9595,658,1330855402,48,31,3
9596,1,1330856264,0,0,0
9598,11,1330871348,2,0,0
9602,1,1330881550,1,0,0
9603,11,1330885679,0,0,0
9604,101,1330886429,0,0,0
9605,1,1330888293,0,0,0
9606,11,1330904663,13,0,0
9607,8,1330906582,0,0,0
9608,220,1330908028,9,22,0
9609,101,1330908718,3,0,0
9610,66,1330914381,1,34,0
9611,6,1330921694,1,0,0
9612,1,1330922157,0,0,0
9614,1,1330924303,2,0,0
9616,23,1330933123,6,1,0
9617,121,1330941243,4,8,0
9618,262,1330942366,6,17,0
9619,92,1330929184,8,12,0
9620,11,1330943173,1,0,0
9621,101,1330943432,3,65,0
9622,50,1330952316,3,2,0
9623,113,1330954481,5,1,0
9624,95,1330956811,2,0,0
9625,134,1330957754,9,0,0
9626,101,1330958908,0,0,0
9628,108,1330962922,0,1,0
9629,1,1330963996,0,0,0
9630,16,1330966863,3,0,0
9632,101,1330974513,0,0,0
9633,1,1330976453,1,0,0
9634,101,1330982002,0,0,0
9635,101,1330983390,0,3,0
9636,18,1330994559,1,0,0
9637,8,1330997649,0,0,0
9638,1,1331000718,0,0,0
9639,11,1331007718,1,0,0
9640,130,1331009726,6,10,0
9641,1,1331012269,0,0,0
9642,101,1331013109,0,3,0
9643,101,1331014826,3,38,0
9644,101,1331017566,0,0,0
9647,111,1331034825,4,0,0
9648,49,1331034869,5,0,0
9649,226,1331039432,28,4,0
9650,1,1331043365,0,0,0
9651,360,1331045999,98,67,8
9653,101,1331046312,0,0,0
9654,1,1331047660,6,0,0
9655,101,1331049344,2,0,0
9656,21,1331051058,3,0,0
9657,283,1331055648,51,101,1
9658,101,1331059660,0,0,0
9659,1,1331060326,1,0,0
9661,1,1331062758,2,0,0
9662,110,1331069792,54,73,0
9663,1,1331075743,0,0,0
9664,101,1331077577,0,1,0
9666,6,1331087029,1,0,0
9667,1,1331089236,1,0,0
9668,1,1331095112,1,0,0
9669,1,1331098059,2,0,0
9670,1,1331103168,1,0,0
9671,412,1331105776,60,18,0
9672,101,1331106028,1,0,0
9674,1,1331111483,1,0,0
9676,228,1331112381,18,1,0
9677,255,1331125288,16,36,0
9678,1,1331126122,0,0,0
9680,84,1331127203,31,12,0
9681,6,1331127801,0,0,0
9683,108,1331131694,26,2,0
9684,101,1331153157,1,0,0
9685,1,1331155893,0,0,0
9686,82,1331156127,17,1,0
9687,16,1331159038,2,0,0
9689,101,1331170999,0,0,0
9690,101,1331178567,4,0,0
9691,73,1331196516,2,4,0
9692,101,1331196534,1,11,0
9693,101,1331197601,1,0,0
9694,109,1331197863,8,2,0
9695,1,1331199255,0,0,0
9696,101,1331202066,0,0,0
9697,106,1331204208,1,0,0
9699,174,1331207828,17,8,0
9700,6,1331208334,5,0,0
9701,31,1331210043,20,0,0
9702,6,1331212437,0,0,0
9704,1,1331215295,0,0,0
9705,41,1331218177,0,0,0
9706,6,1331219535,0,0,0
9708,101,1331220286,0,1,0
9709,101,1331225450,0,9,0
9710,101,1331227598,0,1,0
9711,76,1331228749,29,9,0
9712,101,1331229877,0,0,0
9713,1,1331235624,0,0,0
9714,1,1331240144,0,0,0
9715,101,1331249534,0,0,0
9716,21,1331265354,9,6,0
9718,1,1331268126,0,0,0
9719,6,1331268896,5,0,0
9720,16,1331269658,2,0,0
9721,101,1331272279,0,7,0
9722,65,1331274051,12,6,0
9723,111,1331278271,1,0,0
9724,314,1331278954,13,10,1
9725,13,1331279535,0,0,0
9726,113,1331281429,0,0,0
9727,101,1331284182,1,0,0
9728,180,1331284374,10,38,2
9730,101,1331285201,1,0,0
9731,113,1331285285,13,3,0
9732,128,1331286048,6,6,0
9733,6,1331288060,6,0,0
9734,41,1331288755,15,0,0
9735,11,1331289030,4,0,0
9736,1,1331291985,0,0,0
9737,1,1331298796,0,0,0
9738,1725,1331300529,217,246,1
9740,16,1331302930,0,0,0
9741,1,1331303027,0,0,0
9742,108,1331306822,2,3,0
9743,31,1331310579,2,0,0
9744,11,1331321780,1,0,0
9745,101,1331324494,2,0,0
9746,188,1331327159,2,5,0
9747,16,1331337711,1,0,0
9749,11,1331341383,1,0,0
9750,19,1331346447,2,0,0
9751,126,1331347359,0,0,0
9753,121,1331354875,3,0,0
9755,101,1331367242,0,0,0
9756,31,1331368060,0,0,0
9757,101,1331368771,3,2,0
9758,1,1331379639,0,0,0
9759,21,1331383426,8,0,0
9760,51,1331386219,4,0,0
9761,6,1331404267,0,0,0
9762,21,1331430039,0,0,0
9763,101,1331431381,1,0,0
9764,1,1331433449,0,0,0
9765,11,1331435292,3,0,0
9766,1,1331438342,0,0,0
9767,76,1331440282,7,0,0
9768,138,1331441537,13,1,0
9769,101,1331449909,0,1,0
9770,121,1331453613,4,0,0
9771,1,1331463608,0,0,0
9772,101,1331477168,0,0,0
9773,142,1331487456,4,0,0
9774,11,1331497684,0,0,0
9775,16,1331500080,12,0,0
9776,101,1331500463,0,0,0
9778,1,1331513758,0,0,0
9779,1,1331516722,0,0,0
9780,1,1331518643,0,0,0
9782,116,1331522201,17,6,0
9784,101,1331524251,4,0,0
9785,1,1331528200,0,0,0
9786,101,1331532815,4,1,0
9787,11,1331536608,0,0,0
9788,101,1331537469,4,3,0
9789,6,1331540654,0,0,0
9790,1,1331542383,1,0,0
9791,128,1331544678,5,1,0
9792,101,1331544776,2,0,0
9793,101,1331546107,2,1,0
9794,14,1331546890,2,0,0
9796,1,1331550849,0,0,0
9797,38,1331553733,1,1,0
9799,101,1331558711,0,0,0
9800,1,1331561642,2,0,0
9802,16,1331571416,3,0,0
9804,183,1331578255,20,3,0
9805,101,1331592186,0,0,0
9806,1,1331593933,0,0,0
9808,135,1331614794,16,37,0
9809,103,1331617963,1,7,0
9810,101,1331619105,0,0,0
9811,108,1331619496,28,2,0
9812,11,1331622102,2,0,0
9813,6,1331623808,0,0,0
9814,21,1331625094,0,0,0
9816,258,1331631670,10,23,0
9818,101,1331632376,0,4,0
9819,1,1331632514,0,0,0
9820,41,1331632715,3,0,0
9821,1,1331636349,4,0,0
9822,101,1331639580,0,0,0
9823,1,1331646864,0,0,0
9824,21,1331647393,6,0,0
9825,1,1331647618,1,0,0
9827,1,1331655966,1,0,0
9828,18,1331656443,5,0,0
9829,11,1331659929,1,0,0
9830,101,1331660319,0,0,0
9831,101,1331660659,2,6,0
9832,101,1331662538,0,1,0
9833,56,1331663314,4,0,0
9834,128,1331668523,1,4,0
9835,1,1331675338,1,0,0
9836,136,1331680993,13,1,0
9838,11,1331691463,4,0,0
9839,118,1331691756,17,0,0
9840,101,1331693885,0,0,0
9841,106,1331695254,1,0,0
9842,101,1331695591,3,0,0
9843,21,1331695843,2,1,0
9845,108,1331699567,7,4,0
9847,103,1331703059,1,2,0
9848,1,1331707532,0,0,0
9851,6,1331722868,1,0,0
9852,1,1331723376,1,0,0
9853,158,1331728275,0,1,0
9854,1,1331732805,0,0,0
9855,101,1331734607,2,0,0
9856,101,1331735558,0,0,0
9858,111,1331740942,5,0,0
9859,1,1331742796,0,0,0
9860,1,1331742977,1,0,0
9861,6,1331743244,1,0,0
9862,133,1331746077,6,0,0
9863,46,1331752645,10,0,0
9864,11,1331762836,11,0,0
9865,1,1331765248,0,0,0
9866,358,1331775289,39,106,0
9867,65,1331775331,8,2,0
9868,1,1331719228,2,0,0
9869,11,1331779839,1,0,0
9871,11,1331785411,4,0,0
9872,1,1331788856,1,0,0
9873,1,1331790704,1,0,0
9874,1,1331792370,0,0,0
9876,109,1331796312,1,1,0
9877,101,1331796484,1,2,0
9878,126,1331796527,0,0,0
9879,101,1331798340,0,0,0
9880,6,1331799738,0,0,0
9881,101,1331801460,0,0,0
9882,21,1331802662,3,0,0
9883,1,1331802805,0,0,0
9884,101,1331810092,4,1,0
9885,101,1331812117,1,0,0
9886,166,1331817249,5,8,0
9887,323,1331829136,76,15,0
9888,8,1331830933,6,0,0
9890,128,1331840355,3,1,0
9891,76,1331843058,0,0,0
9892,1,1331852378,0,0,0
9893,1,1331854012,1,0,0
9894,101,1331854540,1,1,0
9895,101,1331854598,3,0,0
9896,11,1331859091,1,0,0
9897,1,1331864483,0,0,0
9899,130,1331875667,9,25,0
9900,38,1331875758,17,3,0
9901,6,1331878413,0,0,0
9902,1,1331879175,3,0,0
9904,11,1331881528,0,0,0
9905,1,1331882374,0,0,0
9906,1,1331887716,0,0,0
9907,1,1331891561,0,0,0
9908,1,1331892801,0,0,0
9909,121,1331895364,1,0,0
9910,101,1331896128,1,0,0
9912,126,1331896336,7,5,0
9913,1,1331899453,1,0,0
9914,19,1331899886,8,0,0
9915,8,1331900444,5,0,0
9916,1,1331903222,0,0,0
9917,11,1331903913,2,0,0
9918,183,1331908954,15,7,0
9919,31,1331912574,5,0,0
9920,21,1331915708,1,0,0
9922,21,1331943306,3,0,0
9923,131,1331963951,7,0,0
9924,101,1331967687,0,0,0
9925,1,1331982640,0,0,0
9926,16,1331986885,4,0,0
9927,8,1331997268,2,0,0
9928,128,1332005496,11,4,0
9929,21,1332016334,1,0,0
9930,101,1332019032,2,0,0
9931,101,1332019171,0,0,0
9933,1,1332024719,0,0,0
9934,101,1332027293,0,0,0
9935,1,1332032575,1,0,0
9936,33,1332037492,4,0,0
9939,1,1332040653,0,0,0
9940,118,1332042611,0,0,0
9941,101,1332052773,0,17,0
9942,106,1332058972,2,0,0
9943,6,1332062580,0,0,0
9944,49,1332067422,8,2,0
9945,101,1332069430,0,0,0
9946,1,1332071469,0,0,0
9949,26,1332103916,3,0,0
9950,57,1332106103,13,3,0
9952,101,1332118014,2,2,0
9953,116,1332123741,10,0,0
9954,61,1332124882,9,1,0
9955,101,1332128781,0,0,0
9956,101,1332129237,0,0,0
9958,6,1332134359,2,0,0
9961,101,1332149356,0,0,0
9962,1,1332153341,0,0,0
9963,21,1332156029,2,0,0
9964,1342,1332157780,123,123,3
9966,1,1332159555,0,0,0
9968,76,1332164126,1,0,0
9970,1,1332166669,0,0,0
9971,26,1332167152,4,1,0
9972,6,1332167155,11,0,0
9973,211,1319670846,22,0,0
9975,1766,1332172613,108,111,1
9976,29,1332174384,27,0,0
9978,1,1332176973,2,0,0
9979,101,1332177857,0,2,0
9981,11,1332194751,2,0,0
9984,101,1332205794,0,0,0
9985,109,1332211961,1,0,0
9986,128,1332212805,1,2,0
9987,101,1332217424,0,1,0
9988,101,1332218041,1,0,0
9989,1,1332218340,0,0,0
9990,123,1332219154,2,1,0
9991,1,1332219512,1,0,0
9992,101,1332224998,0,1,0
9993,81,1332227083,5,0,0
9994,43,1332229573,6,5,0
9995,101,1332230787,0,7,0
9996,101,1332231676,4,0,0
9997,181,1332232508,0,3,0
9998,233,1332235428,30,4,0
9999,31,1332237520,3,0,0
10000,61,1332237647,4,1,0
10001,23,1332239374,9,0,0
10002,4,1332240326,3,0,0
10003,41,1332243700,7,0,0
10004,6,1332250553,1,0,0
10006,36,1332259056,3,0,0
10009,1,1332274572,0,0,0
10010,166,1332280342,1,3,0
10011,10,1332298248,4,0,0
10012,1,1332300146,2,0,0
10013,4,1332300944,0,0,0
10014,101,1332301640,0,0,0
10015,16,1332301684,0,0,0
10017,350,1332303186,82,23,1
10018,101,1332304505,0,0,0
10020,6,1332319985,0,0,0
10021,101,1332320115,0,0,0
10022,1,1332320828,0,0,0
10023,21,1332321326,0,0,0
10025,1,1332327561,0,0,0
10026,1151,1332329501,214,138,13
10027,6,1332331033,2,0,0
10028,284,1332332562,19,22,0
10029,1,1332334664,0,0,0
10030,1,1332341888,0,0,0
10031,41,1332341972,4,0,0
10032,1,1332345954,0,0,0
10033,126,1332347380,1,0,0
10034,1,1332361164,0,0,0
10035,101,1332363500,0,0,0
10037,41,1332368819,3,0,0
10038,101,1332377935,1,0,0
10039,1,1332383649,0,0,0
10040,144,1332388953,44,8,0
10041,101,1332389930,0,0,0
10042,101,1332397902,1,0,0
10043,90,1332398515,5,2,0
10044,28,1332399102,22,1,0
10046,86,1332399577,6,0,0
10047,1,1332401792,0,0,0
10048,1,1332403546,0,0,0
10050,3,1332408045,5,0,0
10051,16,1332412220,7,0,0
10052,11,1332413339,4,0,0
10053,11,1332415305,0,0,0
10054,173,1332417666,28,6,0
10055,197,1332418624,26,9,0
10056,21,1332418939,0,0,0
10057,1,1332430484,1,0,0
10058,6,1332442479,6,0,0
10059,11,1332452040,2,0,0
10060,116,1332459716,2,1,0
10061,128,1332460876,30,12,0
10062,101,1332463420,1,2,0
10063,1,1332464423,1,0,0
10064,1097,1332464780,111,226,2
10065,435,1332467585,62,48,0
10066,1,1332468276,1,0,0
10067,1,1332472917,0,0,0
10069,798,1332475413,148,66,1
10070,11,1332480136,2,0,0
10071,26,1332482637,3,0,0
10072,1,1332482817,9,0,0
10073,11,1332485903,0,0,0
10074,101,1332486839,0,0,0
10076,1,1332487194,0,0,0
10077,23,1332488124,5,0,0
10078,101,1332488334,1,0,0
10079,21,1332491159,7,0,0
10080,1,1332492377,1,0,0
10081,51,1332494991,2,0,0
10083,1,1332514655,1,0,0
10085,109,1332525863,6,0,0
10086,121,1332546276,1,0,0
10087,101,1332552557,1,0,0
10088,82,1332561777,8,20,0
10089,26,1332567136,17,0,0
10090,6,1332571455,2,0,0
10091,46,1332574362,3,0,0
10092,26,1332584444,1,0,0
10093,1,1332587088,2,0,0
10094,101,1332587983,0,0,0
10096,113,1332605975,5,0,0
10098,170,1332611267,13,5,0
10099,1,1332624015,0,0,0
10100,166,1332625117,7,1,0
10101,16,1332633539,2,0,0
10102,16,1332637281,3,0,0
10103,101,1332639884,307,1,0
10104,1,1332640118,1,0,0
10106,75,1332653268,8,4,0
10107,16,1332656593,3,0,0
10108,26,1332658092,8,0,0
10109,1,1332659955,6,0,0
10110,188,1332662342,7,1,0
10111,1,1332665541,0,0,0
10112,21,1332666551,1,0,0
10113,1,1332674103,1,0,0
10114,26,1332682170,16,1,0
10115,101,1332688541,0,0,0
10116,6,1332688967,4,0,0
10117,92,1332690239,9,6,0
10118,18,1332691511,0,0,0
10119,327,1332697560,25,10,0
10120,1,1332713766,0,0,0
10122,23,1332729968,0,0,0
10123,109,1332733699,36,16,0
10124,6,1332733849,2,0,0
10125,6,1332743504,1,0,0
10126,11,1332744988,8,0,0
10127,46,1332745157,0,0,0
10128,26,1332746453,1,0,0
10130,106,1332749390,1,0,0
10131,5,1332751326,6,0,0
10132,171,1332752587,13,2,0
10133,101,1332753638,0,0,0
10134,101,1332754446,10,0,0
10135,101,1332755674,0,0,0
10136,11,1332756469,0,0,0
10137,13,1332762137,1,0,0
10138,16,1332765062,0,0,0
10139,6,1332772329,0,0,0
10140,101,1332773405,1,0,0
10141,129,1332777463,6,4,0
10142,1,1332778851,0,0,0
10143,101,1332782723,2,0,0
10144,1,1332785482,1,0,0
10145,1,1332785580,0,0,0
10147,101,1332805623,0,0,0
10148,1,1332806099,1,0,0
10149,1,1332808031,0,0,0
10150,1,1332810053,0,0,0
10151,133,1332815888,5,4,0
10152,11,1332818743,2,0,0
10153,1,1332822851,2,0,0
10154,11,1332824014,8,0,0
10155,1,1332825818,0,0,0
10159,6,1332832759,1,0,0
10160,1,1332834397,0,0,0
10161,1,1332835155,1,0,0
10162,1,1332835342,0,0,0
10163,6,1332836648,1,0,0
10164,182,1332840806,72,19,0
10165,8,1332842978,1,0,0
10167,1,1332843550,0,0,0
10168,6,1332847398,2,0,0
10169,101,1332852392,0,0,0
10170,101,1332853857,1,0,0
10171,6,1332854677,0,0,0
10172,458,1332859646,63,190,1
10173,150,1332860258,4,2,0
10174,141,1332863698,4,0,0
10175,125,1332865320,7,3,0
10176,26,1332869745,9,0,0
10177,16,1332871377,1,0,0
10178,101,1332872182,0,0,0
10179,16,1332896963,0,0,0
10180,101,1332897769,0,0,0
10181,1,1332900120,0,0,0
10182,1,1332906781,0,0,0
10183,81,1332907634,17,2,0
10184,1,1332908837,0,0,0
10185,113,1332910170,35,3,0
10186,16,1332910529,3,0,0
10187,101,1332911884,0,2,0
10188,113,1332912565,5,2,0
10189,1,1332915965,0,0,0
10190,21,1332924211,0,0,0
10191,23,1332924714,7,0,0
10193,6,1332928799,2,0,0
10194,21,1332938221,0,0,0
10195,101,1332940392,3,0,0
10196,21,1332941469,3,0,0
10197,43,1332954203,18,6,0
10198,101,1332962558,6,1,0
10199,66,1332969985,27,1,0
10200,1,1332971835,0,0,0
10201,3,1332973369,1,0,0
10202,16,1332976823,3,0,0
10203,1,1332978729,0,0,0
10205,81,1332981325,5,0,0
10206,101,1332990668,0,3,0
10208,11,1332996929,2,0,0
10210,313,1333000592,22,21,0
10211,118,1333007692,2,1,0
10212,1,1333009189,0,0,0
10213,11,1333011121,4,0,0
10214,101,1333012081,2,0,0
10215,101,1333013821,0,0,0
10216,21,1333016945,2,0,0
10217,746,1333017393,69,123,0
10218,4,1333019666,14,0,0
10219,26,1333026617,1,2,0
10220,1,1333029387,0,0,0
10221,101,1333032931,1,0,0
10222,8,1333037252,3,0,0
10223,121,1333037371,0,0,0
10224,101,1333037745,0,0,0
10225,1,1333038896,1,0,0
10226,46,1333039391,0,0,0
10227,102,1333040683,12,12,0
10228,101,1333043349,0,0,0
10229,146,1280854054,31,11,1
10230,1,1333044033,0,0,0
10231,162,1333045025,4,10,0
10232,1,1333048340,3,0,0
10233,61,1333061855,8,3,0
10234,6,1333063189,0,0,0
10235,11,1333070184,1,0,0
10236,46,1333074296,1,0,0
10237,128,1333075170,8,3,0
10238,13,1333077040,3,0,0
10240,1,1333077413,0,0,0
10242,1,1333083711,0,0,0
10244,1,1333088578,0,0,0
10245,101,1333092753,5,0,0
10246,1,1333093038,0,0,0
10248,1,1333095834,0,0,0
10249,101,1333100353,1,0,0
10250,1,1333100650,0,0,0
10251,101,1333104372,0,0,0
10253,101,1333109437,3,2,0
10254,1,1333114216,1,0,0
10255,1,1333119965,0,0,0
10256,11,1333122357,11,0,0
10257,101,1333133888,0,0,0
10259,245,1333144717,38,41,11
10260,106,1333149516,2,0,0
10261,43,1333154619,5,0,0
10263,1,1333169650,1,0,0
10266,171,1333185311,39,11,0
10267,16,1333186454,2,0,0
10268,325,1333188415,63,38,0
10269,101,1333191177,1,1,0
10270,13,1333195065,1,0,0
10272,11,1333216903,1,0,0
10273,3,1333223012,1,0,0
10274,101,1333230016,0,0,0
10275,120,1333233366,22,14,0
10276,101,1333233389,1,4,0
10277,31,1333243203,5,0,0
10278,165,1333245211,23,3,0
10279,101,1333246181,0,0,0
10280,11,1333249473,2,0,0
10281,11,1333252228,0,0,0
10283,1,1333256166,2,0,0
10284,11,1333257885,1,0,0
10285,101,1333264363,4,0,0
10286,227,1333267630,201,0,0
10287,6,1333273958,1,0,0
10288,1,1333274126,0,0,0
10289,113,1333274843,4,0,0
10290,23,1333278921,5,1,0
10291,1,1333283698,0,0,0
10293,1,1333293711,0,0,0
10294,31,1333303051,4,0,0
10295,185,1333305601,29,11,0
10296,101,1333313136,0,0,0
10297,1,1333315344,0,0,0
10298,1,1333317912,0,0,0
10299,6,1333323589,2,0,0
10302,26,1333325496,2,0,0
10304,13,1333326610,2,0,0
10305,101,1333329901,0,0,0
10306,106,1333338959,3,1,0
10307,11,1333344904,0,0,0
10308,146,1333348851,10,16,0
10309,65,1333350198,9,5,0
10310,6,1333353837,1,0,0
10311,1,1333356005,0,0,0
10312,76,1333357595,22,0,0
10313,1,1333361575,0,0,0
10314,26,1333361622,1,0,0
10316,11,1333363067,1,0,0
10318,1,1333365870,2,0,0
10319,6,1333367002,6,0,0
10320,130,1333368230,9,4,0
10321,1,1333368415,0,0,0
10322,661,1333368730,98,137,6
10323,1,1333388494,2,0,0
10324,101,1333389410,0,0,0
10327,1,1333404953,0,0,0
10328,1,1333412210,0,0,0
10329,1,1333413465,0,0,0
10331,51,1333420441,7,1,0
10332,101,1333423005,0,0,0
10333,101,1333427456,0,0,0
10334,1,1333428993,4,0,0
10335,8,1333434645,4,0,0
10336,16,1333434740,3,0,0
10337,6,1333434967,2,0,0
10338,16,1333438050,1,0,0
10339,123,1333439255,8,2,0
10340,108,1333446648,3,23,0
10341,6,1333450427,0,0,0
10342,101,1333451674,2,0,0
10344,16,1333458659,15,0,0
10346,353,1333462316,21,37,1
10347,66,1333462729,5,0,0
10348,101,1333474693,0,0,0
10349,1,1333475827,0,0,0
10350,211,1333480302,7,1,0
10351,6,1333483727,1,0,0
10354,1506,1333489566,124,88,14
10355,106,1333491938,19,0,0
10356,9,1333494208,0,0,0
10357,101,1333496610,0,0,0
10358,128,1333496704,3,4,0
10359,121,1333499629,5,0,0
10361,1,1333505341,3,0,0
10362,101,1333506135,1,1,0
10363,166,1333506661,9,0,0
10364,101,1333507198,0,0,0
10365,101,1333508318,0,4,0
10368,101,1333515402,0,0,0
10369,1,1333516402,0,0,0
10370,101,1333516931,0,4,0
